order_copo,family_copo,genus_copo,taxon_name,collector_number,latitude_decimal,longitude_decimal,collection_date_verbatim
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SM28,51.48319,-0.29304,2021-05-26
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Asterales,Asteraceae,Lactuca,Lactuca saligna,SM34,51.48319,-0.29304,2021-06-01
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SM35,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Asterales,Asteraceae,Cichorium,Cichorium intybus,SM36,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Brassicales,Brassicaceae,Coincya,Coincya wrightii,SM37,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SM38,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Caryophyllales,Caryophyllaceae,Agrostemma,Agrostemma githago,SM32,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa columbaria,SM33,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Brassicales,Resedaceae,Reseda,Reseda luteola,SM39,51.48319,-0.29304,2021-06-02
Caryophyllales,Polygonaceae,Oxyria,Oxyria digyna,SM27,51.48319,-0.29304,2021-06-14
Caryophyllales,Polygonaceae,Oxyria,Oxyria digyna,SM27,51.48319,-0.29304,2021-06-14
Caryophyllales,Polygonaceae,Oxyria,Oxyria digyna,SM27,51.48319,-0.29304,2021-06-14
Caryophyllales,Polygonaceae,Oxyria,Oxyria digyna,SM27,51.48319,-0.29304,2021-06-14
Fabales,Fabaceae,Trifolium,Trifolium pratense,SM31,51.48319,-0.29304,2021-06-14
Fabales,Fabaceae,Trifolium,Trifolium pratense,SM31,51.48319,-0.29304,2021-06-14
Fabales,Fabaceae,Trifolium,Trifolium pratense,SM31,51.48319,-0.29304,2021-06-14
Fabales,Fabaceae,Trifolium,Trifolium pratense,SM31,51.48319,-0.29304,2021-06-14
Caryophyllales,Montiaceae,Montia,Montia fontana,SM41,51.48319,-0.29304,2021-06-14
Caryophyllales,Montiaceae,Montia,Montia fontana,SM41,51.48319,-0.29304,2021-06-14
Caryophyllales,Montiaceae,Montia,Montia fontana,SM41,51.48319,-0.29304,2021-06-14
Caryophyllales,Montiaceae,Montia,Montia fontana,SM41,51.48319,-0.29304,2021-06-14
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,SM42,52.020592,-1.832804,2021-06-14
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,SM42,52.020592,-1.832804,2021-06-14
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,SM42,52.020592,-1.832804,2021-06-14
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,SM42,52.020592,-1.832804,2021-06-14
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Lamiales,Plantaginaceae,Digitalis,Digitalis purpurea,SM30,51.48319,-0.29304,2021-06-15
Fabales,Polygalaceae,Polygala,Polygala vulgaris,MC9198,51.7711,-1.3382,2021-06-22
Fabales,Polygalaceae,Polygala,Polygala vulgaris,MC9198,51.7711,-1.3382,2021-06-22
Fabales,Polygalaceae,Polygala,Polygala vulgaris,MC9198,51.7711,-1.3382,2021-06-22
Fabales,Polygalaceae,Polygala,Polygala vulgaris,MC9198,51.7711,-1.3382,2021-06-22
Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos,MC9199,51.7704,-1.3388,2021-06-22
Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos,MC9199,51.7704,-1.3388,2021-06-22
Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos,MC9199,51.7704,-1.3388,2021-06-22
Fabales,Fabaceae,Astragalus,Astragalus glycyphyllos,MC9199,51.7704,-1.3388,2021-06-22
Fagales,Betulaceae,Corylus,Corylus avellana,MC9203,51.764,-1.3367,2021-06-22
Fagales,Betulaceae,Corylus,Corylus avellana,MC9203,51.764,-1.3367,2021-06-22
Fagales,Betulaceae,Corylus,Corylus avellana,MC9203,51.764,-1.3367,2021-06-22
Fagales,Betulaceae,Corylus,Corylus avellana,MC9203,51.764,-1.3367,2021-06-22
Fagales,Fagaceae,Quercus,Quercus robur,MC9204,51.7631,-1.3392,2021-06-22
Fagales,Fagaceae,Quercus,Quercus robur,MC9204,51.7631,-1.3392,2021-06-22
Fagales,Fagaceae,Quercus,Quercus robur,MC9204,51.7631,-1.3392,2021-06-22
Fagales,Fagaceae,Quercus,Quercus robur,MC9204,51.7631,-1.3392,2021-06-22
Dipsacales,Caprifoliaceae,Lonicera,Lonicera periclymenum,MC9206,51.7635,-1.3391,2021-06-22
Dipsacales,Caprifoliaceae,Lonicera,Lonicera periclymenum,MC9206,51.7635,-1.3391,2021-06-22
Dipsacales,Caprifoliaceae,Lonicera,Lonicera periclymenum,MC9206,51.7635,-1.3391,2021-06-22
Dipsacales,Caprifoliaceae,Lonicera,Lonicera periclymenum,MC9206,51.7635,-1.3391,2021-06-22
Geraniales,Geraniaceae,Geranium,Geranium columbinum,MC9207,51.7693,-1.3334,2021-06-22
Geraniales,Geraniaceae,Geranium,Geranium columbinum,MC9207,51.7693,-1.3334,2021-06-22
Geraniales,Geraniaceae,Geranium,Geranium columbinum,MC9207,51.7693,-1.3334,2021-06-22
Geraniales,Geraniaceae,Geranium,Geranium columbinum,MC9207,51.7693,-1.3334,2021-06-22
Lamiales,Orobanchaceae,Orobanche,Orobanche minor,MC9208,51.7693,-1.3334,2021-06-22
Lamiales,Orobanchaceae,Orobanche,Orobanche minor,MC9208,51.7693,-1.3334,2021-06-22
Lamiales,Orobanchaceae,Orobanche,Orobanche minor,MC9208,51.7693,-1.3334,2021-06-22
Lamiales,Orobanchaceae,Orobanche,Orobanche minor,MC9208,51.7693,-1.3334,2021-06-22
Malvales,Malvaceae,Malva,Malva moschata,MC9209,51.7696,-1.3326,2021-06-22
Malvales,Malvaceae,Malva,Malva moschata,MC9209,51.7696,-1.3326,2021-06-22
Malvales,Malvaceae,Malva,Malva moschata,MC9209,51.7696,-1.3326,2021-06-22
Malvales,Malvaceae,Malva,Malva moschata,MC9209,51.7696,-1.3326,2021-06-22
Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,MC9211,51.4262,-0.3003,2021-06-28
Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,MC9211,51.4262,-0.3003,2021-06-28
Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,MC9211,51.4262,-0.3003,2021-06-28
Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,MC9211,51.4262,-0.3003,2021-06-28
Ericales,Primulaceae,Anagallis,Anagallis arvensis,MC9212,51.4262,-0.3003,2021-06-28
Ericales,Primulaceae,Anagallis,Anagallis arvensis,MC9212,51.4262,-0.3003,2021-06-28
Ericales,Primulaceae,Anagallis,Anagallis arvensis,MC9212,51.4262,-0.3003,2021-06-28
Ericales,Primulaceae,Anagallis,Anagallis arvensis,MC9212,51.4262,-0.3003,2021-06-28
Malvales,Malvaceae,Malva,Malva arborea,MC9213,49.959589,-5.207695,2021-06-28
Malvales,Malvaceae,Malva,Malva arborea,MC9213,49.959589,-5.207695,2021-06-28
Malvales,Malvaceae,Malva,Malva arborea,MC9213,49.959589,-5.207695,2021-06-28
Malvales,Malvaceae,Malva,Malva arborea,MC9213,49.959589,-5.207695,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Ranunculales,Papaveraceae,Papaver,Papaver somniferum,MC9214,51.4262,-0.3003,2021-06-28
Nymphaeales,Nymphaeaceae,Nuphar,Nuphar pumila,MC9215,51.4284,-2951.0,2021-06-28
Nymphaeales,Nymphaeaceae,Nuphar,Nuphar pumila,MC9215,51.4284,-2951.0,2021-06-28
Nymphaeales,Nymphaeaceae,Nuphar,Nuphar pumila,MC9215,51.4284,-2951.0,2021-06-28
Nymphaeales,Nymphaeaceae,Nuphar,Nuphar pumila,MC9215,51.4284,-2951.0,2021-06-28
Malvales,Malvaceae,Tilia,Tilia cordata,MC9216,51.4761,-0.2933,2021-06-28
Malvales,Malvaceae,Tilia,Tilia cordata,MC9216,51.4761,-0.2933,2021-06-28
Malvales,Malvaceae,Tilia,Tilia cordata,MC9216,51.4761,-0.2933,2021-06-28
Malvales,Malvaceae,Tilia,Tilia cordata,MC9216,51.4761,-0.2933,2021-06-28
Lamiales,Lamiaceae,Teucrium,Teucrium chamaedrys,MC9217,51.0689,-0.0908,2021-06-29
Lamiales,Lamiaceae,Teucrium,Teucrium chamaedrys,MC9217,51.0689,-0.0908,2021-06-29
Lamiales,Lamiaceae,Teucrium,Teucrium chamaedrys,MC9217,51.0689,-0.0908,2021-06-29
Lamiales,Lamiaceae,Teucrium,Teucrium chamaedrys,MC9217,51.0689,-0.0908,2021-06-29
Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis,MC9218,51.0689,-0.0908,2021-06-29
Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis,MC9218,51.0689,-0.0908,2021-06-29
Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis,MC9218,51.0689,-0.0908,2021-06-29
Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis,MC9218,51.0689,-0.0908,2021-06-29
Apiales,Apiaceae,Eryngium,Eryngium campestre,MC9220,51.0689,-0.0908,2021-06-29
Apiales,Apiaceae,Eryngium,Eryngium campestre,MC9220,51.0689,-0.0908,2021-06-29
Apiales,Apiaceae,Eryngium,Eryngium campestre,MC9220,51.0689,-0.0908,2021-06-29
Apiales,Apiaceae,Eryngium,Eryngium campestre,MC9220,51.0689,-0.0908,2021-06-29
Fabales,Polygalaceae,Polygala,Polygala amarella,MC9221,51.0677,-0.0902,2021-06-29
Asterales,Campanulaceae,Phyteuma,Phyteuma spicatum,MC9222,51.0677,-0.0902,2021-06-29
Asterales,Campanulaceae,Phyteuma,Phyteuma spicatum,MC9222,51.0677,-0.0902,2021-06-29
Asterales,Campanulaceae,Phyteuma,Phyteuma spicatum,MC9222,51.0677,-0.0902,2021-06-29
Asterales,Campanulaceae,Phyteuma,Phyteuma spicatum,MC9222,51.0677,-0.0902,2021-06-29
Caryophyllales,Plumbaginaceae,Limonium,Limonium binervosum,MC9223,51.0677,-0.0902,2021-06-29
Caryophyllales,Plumbaginaceae,Limonium,Limonium binervosum,MC9223,51.0677,-0.0902,2021-06-29
Caryophyllales,Plumbaginaceae,Limonium,Limonium binervosum,MC9223,51.0677,-0.0902,2021-06-29
Caryophyllales,Plumbaginaceae,Limonium,Limonium binervosum,MC9223,51.0677,-0.0902,2021-06-29
Rosales,Rosaceae,Pyrus,Pyrus cordata,MC9224,51.0677,-0.0902,2021-06-29
Rosales,Rosaceae,Pyrus,Pyrus cordata,MC9224,51.0677,-0.0902,2021-06-29
Rosales,Rosaceae,Pyrus,Pyrus cordata,MC9224,51.0677,-0.0902,2021-06-29
Rosales,Rosaceae,Pyrus,Pyrus cordata,MC9224,51.0677,-0.0902,2021-06-29
Asterales,Asteraceae,Filago,Filago pyramidata,MC9225,51.0677,-0.0902,2021-06-29
Asterales,Asteraceae,Filago,Filago pyramidata,MC9225,51.0677,-0.0902,2021-06-29
Asterales,Asteraceae,Filago,Filago pyramidata,MC9225,51.0677,-0.0902,2021-06-29
Asterales,Asteraceae,Filago,Filago pyramidata,MC9225,51.0677,-0.0902,2021-06-29
Asterales,Campanulaceae,Phyteuma,Phyteuma orbiculare,MC9226,51.0677,-0.0902,2021-06-29
Fabales,Fabaceae,Ulex,Ulex minor,MC9228,51.0686,-0.0896,2021-06-29
Fabales,Fabaceae,Ulex,Ulex minor,MC9228,51.0686,-0.0896,2021-06-29
Fabales,Fabaceae,Ulex,Ulex minor,MC9228,51.0686,-0.0896,2021-06-29
Fabales,Fabaceae,Ulex,Ulex minor,MC9228,51.0686,-0.0896,2021-06-29
Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,MC9229,51.0686,-0.0896,2021-06-29
Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,MC9229,51.0686,-0.0896,2021-06-29
Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,MC9229,51.0686,-0.0896,2021-06-29
Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,MC9229,51.0686,-0.0896,2021-06-29
Lamiales,Plantaginaceae,Kickxia,Kickxia elatine,MC9231,51.0686,-0.0896,2021-06-29
Lamiales,Plantaginaceae,Kickxia,Kickxia elatine,MC9231,51.0686,-0.0896,2021-06-29
Lamiales,Plantaginaceae,Kickxia,Kickxia elatine,MC9231,51.0686,-0.0896,2021-06-29
Lamiales,Plantaginaceae,Kickxia,Kickxia elatine,MC9231,51.0686,-0.0896,2021-06-29
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,SM43,51.48319,-0.29304,2021-06-30
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,SM43,51.48319,-0.29304,2021-06-30
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,SM43,51.48319,-0.29304,2021-06-30
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,SM43,51.48319,-0.29304,2021-06-30
Fagales,Betulaceae,Betula,Betula pubescens,DMR7,55.85342,-3.162611,2021-04-28
Fagales,Betulaceae,Betula,Betula pubescens,DMR7,55.85342,-3.162611,2021-04-28
Fagales,Betulaceae,Betula,Betula pubescens,DMR7,55.85342,-3.162611,2021-04-28
Fagales,Betulaceae,Betula,Betula pubescens,DMR7,55.85342,-3.162611,2021-04-28
Fagales,Betulaceae,Betula,Betula pubescens,DMR7,55.85342,-3.162611,2021-04-28
Ericales,Ericaceae,Kalmia,Kalmia procumbens,DMR23,56.89666,-5.46025,2021-06-01
Ericales,Ericaceae,Kalmia,Kalmia procumbens,DMR23,56.89666,-5.46025,2021-06-01
Ericales,Ericaceae,Kalmia,Kalmia procumbens,DMR23,56.89666,-5.46025,2021-06-01
Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,DMR24A,56.889841,-5.4700839,2021-06-22
Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,DMR24A,56.889841,-5.4700839,2021-06-22
Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,DMR24A,56.889841,-5.4700839,2021-06-22
Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,DMR24A,56.889841,-5.4700839,2021-06-22
Rosales,Rosaceae,Alchemilla,Alchemilla alpina,DMR49,56.522094,-4.2752417,2021-06-16
Rosales,Rosaceae,Alchemilla,Alchemilla alpina,DMR49,56.522094,-4.2752417,2021-06-16
Rosales,Rosaceae,Alchemilla,Alchemilla alpina,DMR49,56.522094,-4.2752417,2021-06-16
Rosales,Rosaceae,Alchemilla,Alchemilla alpina,DMR49,56.522094,-4.2752417,2021-06-16
Caryophyllales,Caryophyllaceae,Silene,Silene acaulis,DMR50,56.522392,-4.275162,2021-06-16
Caryophyllales,Caryophyllaceae,Silene,Silene acaulis,DMR50,56.522392,-4.275162,2021-06-16
Caryophyllales,Caryophyllaceae,Silene,Silene acaulis,DMR50,56.522392,-4.275162,2021-06-16
Caryophyllales,Caryophyllaceae,Silene,Silene acaulis,DMR50,56.522392,-4.275162,2021-06-16
Apiales,Apiaceae,Ligusticum,Ligusticum scoticum,DMR57,56.03768,-2.855306,2021-06-21
Apiales,Apiaceae,Ligusticum,Ligusticum scoticum,DMR57,56.03768,-2.855306,2021-06-21
Apiales,Apiaceae,Ligusticum,Ligusticum scoticum,DMR57,56.03768,-2.855306,2021-06-21
Apiales,Apiaceae,Ligusticum,Ligusticum scoticum,DMR57,56.03768,-2.855306,2021-06-21
Apiales,Apiaceae,Ligusticum,Ligusticum scoticum,DMR57,56.03768,-2.855306,2021-06-21
Lamiales,Plantaginaceae,Hippuris,Hippuris vulgaris,DMR44,56.026864,-2.8627364,2021-06-14
Lamiales,Plantaginaceae,Hippuris,Hippuris vulgaris,DMR44,56.026864,-2.8627364,2021-06-14
Lamiales,Plantaginaceae,Hippuris,Hippuris vulgaris,DMR44,56.026864,-2.8627364,2021-06-14
Lamiales,Plantaginaceae,Hippuris,Hippuris vulgaris,DMR44,56.026864,-2.8627364,2021-06-14
Lamiales,Plantaginaceae,Hippuris,Hippuris vulgaris,DMR44,56.026864,-2.8627364,2021-06-14
Lamiales,Orobanchaceae,Melampyrum,Melampyrum pratense,DMR46,55.855299,-3.1556284,2021-06-15
Lamiales,Orobanchaceae,Melampyrum,Melampyrum pratense,DMR46,55.855299,-3.1556284,2021-06-15
Lamiales,Orobanchaceae,Melampyrum,Melampyrum pratense,DMR46,55.855299,-3.1556284,2021-06-15
Lamiales,Orobanchaceae,Melampyrum,Melampyrum pratense,DMR46,55.855299,-3.1556284,2021-06-15
Lamiales,Orobanchaceae,Melampyrum,Melampyrum pratense,DMR46,55.855299,-3.1556284,2021-06-15
Apiales,Apiaceae,Angelica,Angelica archangelica,DMR42,55.84297,-3.03663,2021-06-11
Apiales,Apiaceae,Angelica,Angelica archangelica,DMR42,55.84297,-3.03663,2021-06-11
Apiales,Apiaceae,Angelica,Angelica archangelica,DMR42,55.84297,-3.03663,2021-06-11
Apiales,Apiaceae,Angelica,Angelica archangelica,DMR42,55.84297,-3.03663,2021-06-11
Apiales,Apiaceae,Angelica,Angelica archangelica,DMR42,55.84297,-3.03663,2021-06-11
Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,DMR55,56.060855,-2.6897988,2021-06-17
Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,DMR55,56.060855,-2.6897988,2021-06-17
Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,DMR55,56.060855,-2.6897988,2021-06-17
Fabales,Fabaceae,Anthyllis,Anthyllis vulneraria,DMR55,56.060855,-2.6897988,2021-06-17
Rosales,Rosaceae,Dasiphora,Dasiphora fruticosa,DMR48,55.96380556,-3.2053417,2021-06-15
Rosales,Rosaceae,Dasiphora,Dasiphora fruticosa,DMR48,55.96380556,-3.2053417,2021-06-15
Rosales,Rosaceae,Dasiphora,Dasiphora fruticosa,DMR48,55.96380556,-3.2053417,2021-06-15
Rosales,Rosaceae,Dasiphora,Dasiphora fruticosa,DMR48,55.96380556,-3.2053417,2021-06-15
Cornales,Cornaceae,Cornus,Cornus suecica,DMR67,55.433222,-3.3176158,2021-06-24
Cornales,Cornaceae,Cornus,Cornus suecica,DMR67,55.433222,-3.3176158,2021-06-24
Cornales,Cornaceae,Cornus,Cornus suecica,DMR67,55.433222,-3.3176158,2021-06-24
Cornales,Cornaceae,Cornus,Cornus suecica,DMR67,55.433222,-3.3176158,2021-06-24
Geraniales,Geraniaceae,Geranium,Geranium sylvaticum,DMR69,55.841081,-3.0684305,2021-06-27
Geraniales,Geraniaceae,Geranium,Geranium sylvaticum,DMR69,55.841081,-3.0684305,2021-06-27
Geraniales,Geraniaceae,Geranium,Geranium sylvaticum,DMR69,55.841081,-3.0684305,2021-06-27
Geraniales,Geraniaceae,Geranium,Geranium sylvaticum,DMR69,55.841081,-3.0684305,2021-06-27
Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,DMR70,56.539185,-4.289979,2021-06-29
Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,DMR70,56.539185,-4.289979,2021-06-29
Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,DMR70,56.539185,-4.289979,2021-06-29
Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,DMR70,56.539185,-4.289979,2021-06-29
Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,DMR73,56.536796,-4.2889239,2021-06-29
Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,DMR73,56.536796,-4.2889239,2021-06-29
Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,DMR73,56.536796,-4.2889239,2021-06-29
Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,DMR73,56.536796,-4.2889239,2021-06-29
