plant_group,genus,species,family,status,priority,collected by feb 2021
Bryophyte,Porella,arboris-vitae,Porellaceae,dtol_family_representative,,
Bryophyte,Porella,cordaeana,Porellaceae,dtol_family_representative,yes,yes
Bryophyte,Porella,obtusata,Porellaceae,dtol,,
Bryophyte,Porella,pinnata,Porellaceae,dtol,,
Bryophyte,Porella,platyphylla,Porellaceae,dtol,yes,
Bryophyte,Pottiopsis,caespitosa,Pottiaceae,dtol,,
Bryophyte,Protolophozia,herzogiana,Cephaloziellaceae,dtol,,
Bryophyte,Pseudanomodon,attenuatus,Neckeraceae,dtol,,
Bryophyte,Pseudephemerum,nitidum,Ditrichaceae,dtol,,
Bryophyte,Pseudobryum,cinclidioides,Mniaceae,dtol,,
Bryophyte,Pseudocampylium,radicale,Amblystegiaceae,dtol,,
Bryophyte,Pseudocrossidium,hornschuchianum,Pottiaceae,dtol,,
Bryophyte,Pseudocrossidium,revolutum,Pottiaceae,dtol,,
Bryophyte,Pseudohygrohypnum,eugyrium,Pylaisiaceae,dtol,,
Bryophyte,Pseudohygrohypnum,subeugyrium,Pylaisiaceae,dtol,,
Bryophyte,Pseudoleskeella,catenulata,Pseudoleskeellaceae,dtol_family_representative,yes,
Bryophyte,Pseudoleskeella,rupestris,Pseudoleskeellaceae,dtol_family_representative,,
Bryophyte,Pseudoleskeella,nervosa,Pseudoleskeellaceae,dtol,,
Bryophyte,Pseudomarsupidium,decipiens,Adelanthaceae,dtol,,
Bryophyte,Pseudoscleropodium,purum,Brachytheciaceae,dtol,yes,
Bryophyte,Pseudostereodon,procerrimus,Pylaisiaceae,dtol,,
Bryophyte,Pseudotaxiphyllum,elegans,Plagiotheciaceae,dtol,yes,
Bryophyte,Pterigynandrum,filiforme,Pterigynandraceae,dtol_family_representative,yes,
Bryophyte,Pterygoneurum,lamellatum,Pottiaceae,dtol,,
Bryophyte,Pterygoneurum,ovatum,Pottiaceae,dtol,,
Bryophyte,Pterygoneurum,papillosum,Pottiaceae,dtol,,
Bryophyte,Ptilidium,ciliare,Ptilidiaceae,dtol_family_representative,yes,yes
Bryophyte,Ptilidium,pulcherrimum,Ptilidiaceae,dtol_family_representative,yes,
Bryophyte,Ptilium,crista-castrensis,Pylaisiaceae,dtol_family_representative,yes,yes
Bryophyte,Ptychomitrium,polyphyllum,Ptychomitriaceae,dtol_family_representative,yes,
Bryophyte,Pulvigera,lyellii,Orthotrichaceae,dtol_family_representative,yes,yes
Bryophyte,Pylaisia,polyantha,Pylaisiaceae,dtol,,
Bryophyte,Racomitrium,lanuginosum,Grimmiaceae,dtol_family_representative,,yes
Bryophyte,Racomitrium,aciculare,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,affine,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,aquaticum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,canescens,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,ellipticum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,elongatum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,ericoides,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,fasciculare,Grimmiaceae,dtol,yes,
Bryophyte,Racomitrium,heterostichum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,himalayanum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,macounii,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,obtusum,Grimmiaceae,dtol,,
Bryophyte,Racomitrium,sudeticum,Grimmiaceae,dtol,,
Bryophyte,Radula,complanata,Radulaceae,dtol_family_representative,yes,yes
Bryophyte,Radula,lindenbergiana,Radulaceae,dtol_family_representative,yes,
Bryophyte,Radula,aquilegia,Radulaceae,dtol,,
Bryophyte,Radula,carringtonii,Radulaceae,dtol,,
Bryophyte,Radula,holtii,Radulaceae,dtol,,
Bryophyte,Radula,voluta,Radulaceae,dtol,,
Bryophyte,Reboulia,hemisphaerica,Aytoniaceae,dtol_family_representative,yes,
Bryophyte,Rhabdoweisia,crenulata,Rhabdoweisiaceae,dtol_family_representative,yes,
Bryophyte,Rhabdoweisia,crispata,Rhabdoweisiaceae,dtol,,
Bryophyte,Rhabdoweisia,fugax,Rhabdoweisiaceae,dtol,,
Bryophyte,Rhizomnium,magnifolium,Mniaceae,dtol,,
Bryophyte,Rhizomnium,pseudopunctatum,Mniaceae,dtol,,
Bryophyte,Rhizomnium,punctatum,Mniaceae,dtol,,
Bryophyte,Rhodobryum,roseum,Bryaceae,dtol,,
Bryophyte,Rhynchostegiella,curviseta,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegiella,litorea,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegiella,tenella,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegiella,teneriffae,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,alopecuroides,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,confertum,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,megapolitanum,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,murale,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,riparioides,Brachytheciaceae,dtol,,
Bryophyte,Rhynchostegium,rotundifolium,Brachytheciaceae,dtol,,
Bryophyte,Rhytidiadelphus,squarrosus,Hylocomiaceae,dtol_family_representative,,yes
Bryophyte,Rhytidiadelphus,loreus,Hylocomiaceae,dtol,yes,yes
Bryophyte,Rhytidiadelphus,subpinnatus,Hylocomiaceae,dtol,,
Bryophyte,Rhytidium,rugosum,Rhytidiaceae,dtol_family_representative,yes,
Bryophyte,Riccardia,palmata,Aneuraceae,dtol_family_representative,yes,yes
Bryophyte,Riccardia,chamedryfolia,Aneuraceae,dtol,,
Bryophyte,Riccardia,incurvata,Aneuraceae,dtol,,
Bryophyte,Riccardia,latifrons,Aneuraceae,dtol,,
Bryophyte,Riccardia,multifida,Aneuraceae,dtol,,
Bryophyte,Riccia,fluitans,Ricciaceae,dtol_family_representative,yes,
Bryophyte,Riccia,sorocarpa,Ricciaceae,dtol_family_representative,yes,
Bryophyte,Riccia,beyrichiana,Ricciaceae,dtol,,
Bryophyte,Riccia,bifurca,Ricciaceae,dtol,,
Bryophyte,Riccia,canaliculata,Ricciaceae,dtol,,
Bryophyte,Riccia,cavernosa,Ricciaceae,dtol,,
Bryophyte,Riccia,crozalsii,Ricciaceae,dtol,,
Bryophyte,Riccia,crystallina,Ricciaceae,dtol,,
Bryophyte,Riccia,glauca,Ricciaceae,dtol,,
Bryophyte,Riccia,huebeneriana,Ricciaceae,dtol,,
Bryophyte,Riccia,nigrella,Ricciaceae,dtol,,
Bryophyte,Riccia,rhenana,Ricciaceae,dtol,,
Bryophyte,Riccia,subbifurca,Ricciaceae,dtol,,
Bryophyte,Ricciocarpos,natans,Ricciaceae,dtol,yes,
Bryophyte,Roaldia,revoluta,Pylaisiaceae,dtol,,
Bryophyte,Saccobasis,polita,Scapaniaceae,dtol,,
Bryophyte,Saccogyna,viticulosa,Saccogynaceae,dtol_family_representative,yes,
Bryophyte,Saelania,glaucescens,Saelaniaceae,dtol_family_representative,yes,
Bryophyte,Sanionia,orthothecioides,Scorpidiaceae,dtol,,
Bryophyte,Sanionia,uncinata,Scorpidiaceae,dtol,yes,yes
Bryophyte,Sarmentypnum,exannulatum,Calliergonaceae,dtol_family_representative,yes,yes
Bryophyte,Sarmentypnum,sarmentosum,Calliergonaceae,dtol_family_representative,,
Bryophyte,Scapania,nimbosa,Scapaniaceae,dtol_family_representative,yes,
Bryophyte,Scapania,ornithopodioides,Scapaniaceae,dtol_family_representative,yes,
Bryophyte,Scapania,aequiloba,Scapaniaceae,dtol,,
Bryophyte,Scapania,aspera,Scapaniaceae,dtol,,
Bryophyte,Scapania,calcicola,Scapaniaceae,dtol,,
Bryophyte,Scapania,compacta,Scapaniaceae,dtol,,
Bryophyte,Scapania,curta,Scapaniaceae,dtol,,
Bryophyte,Scapania,cuspiduligera,Scapaniaceae,dtol,,
Bryophyte,Scapania,degenii,Scapaniaceae,dtol,,
Bryophyte,Scapania,gracilis,Scapaniaceae,dtol,,
Bryophyte,Scapania,gymnostomophila,Scapaniaceae,dtol,,
Bryophyte,Scapania,irrigua,Scapaniaceae,dtol,,
Bryophyte,Scapania,lingulata,Scapaniaceae,dtol,,
Bryophyte,Scapania,nemorea,Scapaniaceae,dtol,,
Bryophyte,Scapania,paludicola,Scapaniaceae,dtol,,
Bryophyte,Scapania,paludosa,Scapaniaceae,dtol,,
Bryophyte,Scapania,parvifolia,Scapaniaceae,dtol,,
Bryophyte,Scapania,praetervisa,Scapaniaceae,dtol,,
Bryophyte,Scapania,scandica,Scapaniaceae,dtol,,
Bryophyte,Scapania,subalpina,Scapaniaceae,dtol,,
Bryophyte,Scapania,uliginosa,Scapaniaceae,dtol,,
Bryophyte,Scapania,umbrosa,Scapaniaceae,dtol,,
Bryophyte,Scapania,undulata,Scapaniaceae,dtol,,
Bryophyte,Schistidium,agassizii,Grimmiaceae,dtol,,
Bryophyte,Schistidium,apocarpum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,atrofuscum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,confertum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,crassipilum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,dupretii,Grimmiaceae,dtol,,
Bryophyte,Schistidium,elegantulum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,flaccidum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,flexipile,Grimmiaceae,dtol,,
Bryophyte,Schistidium,frigidum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,helveticum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,maritimum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,papillosum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,platyphyllum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,pruinosum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,rivulare,Grimmiaceae,dtol,,
Bryophyte,Schistidium,robustum,Grimmiaceae,dtol,,
Bryophyte,Schistidium,strictum,Grimmiaceae,dtol,,yes
Bryophyte,Schistidium,trichodon,Grimmiaceae,dtol,,
Bryophyte,Schistochilopsis,incisa,Scapaniaceae,dtol,,
Bryophyte,Schistochilopsis,opacifolia,Scapaniaceae,dtol,,
Bryophyte,Schistostega,pennata,Schistostegaceae,dtol_family_representative,yes,
Bryophyte,Sciuro-hypnum,glaciale,Brachytheciaceae,dtol,,
Bryophyte,Sciuro-hypnum,plumosum,Brachytheciaceae,dtol,,
Bryophyte,Sciuro-hypnum,populeum,Brachytheciaceae,dtol,,
Bryophyte,Sciuro-hypnum,reflexum,Brachytheciaceae,dtol,,
Bryophyte,Sciuro-hypnum,starkei,Brachytheciaceae,dtol,,
Bryophyte,Scleropodium,cespitans,Brachytheciaceae,dtol,,
Bryophyte,Scleropodium,touretii,Brachytheciaceae,dtol,,
Bryophyte,Scopelophila,cataractae,Pottiaceae,dtol,,
Bryophyte,Scorpidium,cossonii,Scorpidiaceae,dtol_family_representative,,yes
Bryophyte,Scorpidium,revolvens,Scorpidiaceae,dtol_family_representative,,yes
Bryophyte,Scorpidium,scorpioides,Scorpidiaceae,dtol,,
Bryophyte,Scorpiurium,circinatum,Brachytheciaceae,dtol,,
Bryophyte,Seligeria,pusilla,Seligeriaceae,dtol_family_representative,yes,
Bryophyte,Seligeria,acutifolia,Seligeriaceae,dtol,,
Bryophyte,Seligeria,brevifolia,Seligeriaceae,dtol,,
Bryophyte,Seligeria,calcarea,Seligeriaceae,dtol,,
Bryophyte,Seligeria,calycina,Seligeriaceae,dtol,,
Bryophyte,Seligeria,carniolica,Seligeriaceae,dtol,,
Bryophyte,Seligeria,donniana,Seligeriaceae,dtol,,
Bryophyte,Seligeria,oelandica,Seligeriaceae,dtol,,
Bryophyte,Seligeria,patula,Seligeriaceae,dtol,,
Bryophyte,Seligeria,trifaria,Seligeriaceae,dtol,,
Bryophyte,Sematophyllum,demissum,Sematophyllaceae,dtol_family_representative,,
Bryophyte,Sematophyllum,substrumulosum,Sematophyllaceae,dtol,,
Bryophyte,Serpoleskea,confervoides,Amblystegiaceae,dtol,,
Bryophyte,Solenostoma,obovatum,Solenostomataceae,dtol_family_representative,yes,
Bryophyte,Solenostoma,paroicum,Solenostomataceae,dtol_family_representative,,
Bryophyte,Solenostoma,confertissimum,Solenostomataceae,dtol,,
Bryophyte,Solenostoma,gracillimum,Solenostomataceae,dtol,yes,
Bryophyte,Solenostoma,hyalinum,Solenostomataceae,dtol,,
Bryophyte,Solenostoma,sphaerocarpum,Solenostomataceae,dtol,,
Bryophyte,Solenostoma,subellipticum,Solenostomataceae,dtol,,
Bryophyte,Southbya,nigrella,Southbyaceae,dtol,,
Bryophyte,Southbya,tophacea,Southbyaceae,dtol,,
Bryophyte,Sphaerocarpos,europaeus,Sphaerocarpaceae,dtol_family_representative,yes,
Bryophyte,Sphaerocarpos,michelii,Sphaerocarpaceae,dtol_family_representative,yes,
Bryophyte,Sphagnum,fallax,Sphagnaceae,dtol_family_representative,yes,yes
Bryophyte,Sphagnum,inundatum,Sphagnaceae,dtol_family_representative,yes,yes
Bryophyte,Sphagnum,affine,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,angustifolium,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,auriculatum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,austinii,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,balticum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,beothuk,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,capillifolium,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,compactum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,contortum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,cuspidatum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,divinum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,fimbriatum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,flexuosum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,fuscum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,girgensohnii,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,lindbergii,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,majus,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,medium,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,molle,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,obtusum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,palustre,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,papillosum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,platyphyllum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,pulchrum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,quinquefarium,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,riparium,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,rubellum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,russowii,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,skyense,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,squarrosum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,strictum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,subnitens,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,subsecundum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,tenellum,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,teres,Sphagnaceae,dtol,,
Bryophyte,Sphagnum,warnstorfii,Sphagnaceae,dtol,,
Bryophyte,Sphenolobopsis,pearsonii,Anastrophyllaceae,dtol,,
Bryophyte,Sphenolobus,minutus,Anastrophyllaceae,dtol,,
Bryophyte,Sphenolobus,saxicola,Anastrophyllaceae,dtol,,
Bryophyte,Splachnum,sphaericum,Splachnaceae,dtol_family_representative,yes,
Bryophyte,Splachnum,ampullaceum,Splachnaceae,dtol,,
Bryophyte,Splachnum,vasculosum,Splachnaceae,dtol,,
Bryophyte,Stegonia,latifolia,Pottiaceae,dtol,,
Bryophyte,Stereodon,callichrous,Stereodontaceae,dtol_family_representative,yes,
Bryophyte,Stereodon,hamulosus,Stereodontaceae,dtol_family_representative,yes,
Bryophyte,Straminergon,stramineum,Calliergonaceae,dtol,,
Bryophyte,Streblotrichum,convolutum,Pottiaceae,dtol,,
Bryophyte,Syntrichia,laevipila,Pottiaceae,dtol,,
Bryophyte,Syntrichia,latifolia,Pottiaceae,dtol,,
Bryophyte,Syntrichia,montana,Pottiaceae,dtol,,
Bryophyte,Syntrichia,norvegica,Pottiaceae,dtol,,
Bryophyte,Syntrichia,papillosa,Pottiaceae,dtol,,
Bryophyte,Syntrichia,princeps,Pottiaceae,dtol,,
Bryophyte,Syntrichia,ruraliformis,Pottiaceae,dtol,,
Bryophyte,Syntrichia,ruralis,Pottiaceae,dtol,,
Bryophyte,Syntrichia,virescens,Pottiaceae,dtol,,
Bryophyte,Syzygiella,autumnalis,Adelanthaceae,dtol_family_representative,yes,
Bryophyte,Targionia,hypophylla,Targioniaceae,dtol_family_representative,yes,
Bryophyte,Taxiphyllum,wissgrillii,Taxiphyllaceae,dtol_family_representative,yes,
Bryophyte,Tayloria,lingulata,Splachnaceae,dtol,,
Bryophyte,Tayloria,tenuis,Splachnaceae,dtol,,
Bryophyte,Telaranea,europaea,Lepidoziaceae,dtol,,
Bryophyte,Tetralophozia,setiformis,Anastrophyllaceae,dtol,,
Bryophyte,Tetraphis,pellucida,Tetraphidaceae,dtol_family_representative,yes,
Bryophyte,Tetraplodon,mnioides,Splachnaceae,dtol_family_representative,yes,
Bryophyte,Tetraplodon,angustatus,Splachnaceae,dtol,,
Bryophyte,Tetrodontium,brownianum,Tetraphidaceae,dtol,,
Bryophyte,Tetrodontium,repandum,Tetraphidaceae,dtol,,
Bryophyte,Thamnobryum,alopecurum,Neckeraceae,dtol_family_representative,yes,yes
Bryophyte,Thamnobryum,angustifolium,Neckeraceae,dtol,,
Bryophyte,Thamnobryum,cataractarum,Neckeraceae,dtol,,
Bryophyte,Thamnobryum,maderense,Neckeraceae,dtol,,
Bryophyte,Thuidium,delicatulum,Thuidiaceae,dtol_family_representative,yes,yes
Bryophyte,Thuidium,tamariscinum,Thuidiaceae,dtol_family_representative,yes,yes
Bryophyte,Thuidium,assimile,Thuidiaceae,dtol,,
Bryophyte,Thuidium,recognitum,Thuidiaceae,dtol,,
Bryophyte,Timmia,austriaca,Timmiaceae,dtol_family_representative,yes,
Bryophyte,Timmia,norvegica,Timmiaceae,dtol_family_representative,yes,
Bryophyte,Timmia,megapolitana,Timmiaceae,dtol,,
Bryophyte,Tomentypnum,nitens,Amblystegiaceae,dtol,,
Bryophyte,Tortella,tortuosa,Pottiaceae,dtol_family_representative,yes,yes
Bryophyte,Tortella,densa,Pottiaceae,dtol,,
Bryophyte,Tortella,fasciculata,Pottiaceae,dtol,,
Bryophyte,Tortella,flavovirens,Pottiaceae,dtol,,
Bryophyte,Tortella,fragilis,Pottiaceae,dtol,,
Bryophyte,Tortella,inclinata,Pottiaceae,dtol,,
Bryophyte,Tortella,inflexa,Pottiaceae,dtol,,
Bryophyte,Tortella,nitida,Pottiaceae,dtol,,
Bryophyte,Tortella,pseudofragilis,Pottiaceae,dtol,,
Bryophyte,Tortella,squarrosa,Pottiaceae,dtol,,
Bryophyte,Tortula,acaulon,Pottiaceae,dtol,,
Bryophyte,Tortula,amplexa,Pottiaceae,dtol,,
Bryophyte,Tortula,atrovirens,Pottiaceae,dtol,,
Bryophyte,Tortula,canescens,Pottiaceae,dtol,,
Bryophyte,Tortula,cernua,Pottiaceae,dtol,,
Bryophyte,Tortula,cuneifolia,Pottiaceae,dtol,,
Bryophyte,Tortula,freibergii,Pottiaceae,dtol,,
Bryophyte,Tortula,inermis,Pottiaceae,dtol,,
Bryophyte,Tortula,leucostoma,Pottiaceae,dtol,,
Bryophyte,Tortula,lindbergii,Pottiaceae,dtol,,
Bryophyte,Tortula,marginata,Pottiaceae,dtol,,
Bryophyte,Tortula,muralis,Pottiaceae,dtol,,
Bryophyte,Tortula,protobryoides,Pottiaceae,dtol,,
Bryophyte,Tortula,schimperi,Pottiaceae,dtol,,
Bryophyte,Tortula,solmsii,Pottiaceae,dtol,,
Bryophyte,Tortula,subulata,Pottiaceae,dtol,,
Bryophyte,Tortula,truncata,Pottiaceae,dtol,,
Bryophyte,Tortula,vahliana,Pottiaceae,dtol,,
Bryophyte,Tortula,viridifolia,Pottiaceae,dtol,,
Bryophyte,Tortula,wilsonii,Pottiaceae,dtol,,
Bryophyte,Trematodon,ambiguus,Bruchiaceae,dtol,yes,
Bryophyte,Trichocolea,tomentella,Trichocoleaceae,dtol_family_representative,yes,
Bryophyte,Trichodon,cylindricus,Ditrichaceae,dtol_family_representative,yes,
Bryophyte,Tricholepidozia,lindenbergii,Lepidoziaceae,dtol,,
Bryophyte,Tricholepidozia,tetradactyla,Lepidoziaceae,dtol,,
Bryophyte,Trichostomum,brachydontium,Pottiaceae,dtol,,
Bryophyte,Trichostomum,crispulum,Pottiaceae,dtol,,
Bryophyte,Tritomaria,quinquedentata,Lophoziaceae,dtol_family_representative,,yes
Bryophyte,Tritomaria,exsecta,Lophoziaceae,dtol,,
Bryophyte,Tritomaria,exsectiformis,Lophoziaceae,dtol,yes,
Bryophyte,Ulota,bruchii,Orthotrichaceae,dtol,,
Bryophyte,Ulota,calvescens,Orthotrichaceae,dtol,,
Bryophyte,Ulota,coarctata,Orthotrichaceae,dtol,,
Bryophyte,Ulota,crispa,Orthotrichaceae,dtol,,
Bryophyte,Ulota,crispula,Orthotrichaceae,dtol,,
Bryophyte,Ulota,drummondii,Orthotrichaceae,dtol,,
Bryophyte,Ulota,hutchinsiae,Orthotrichaceae,dtol,,
Bryophyte,Ulota,intermedia,Orthotrichaceae,dtol,,
Bryophyte,Warnstorfia,fluitans,Calliergonaceae,dtol,,
Bryophyte,Weissia,x-mittenii,Pottiaceae,dtol,,
Bryophyte,Weissia,angustifolia,Pottiaceae,dtol,,
Bryophyte,Weissia,brachycarpa,Pottiaceae,dtol,,
Bryophyte,Weissia,condensa,Pottiaceae,dtol,,
Bryophyte,Weissia,controversa,Pottiaceae,dtol,,
Bryophyte,Weissia,levieri,Pottiaceae,dtol,,
Bryophyte,Weissia,longifolia,Pottiaceae,dtol,,
Bryophyte,Weissia,perssonii,Pottiaceae,dtol,,
Bryophyte,Weissia,rostellata,Pottiaceae,dtol,,
Bryophyte,Weissia,rutilans,Pottiaceae,dtol,,
Bryophyte,Weissia,squarrosa,Pottiaceae,dtol,,
Bryophyte,Weissia,sterilis,Pottiaceae,dtol,,
Bryophyte,Weissia,wilsonii,Pottiaceae,dtol,,
Bryophyte,Weissia,wimmeriana,Pottiaceae,dtol,,
Bryophyte,Zygodon,viridissimus,Orthotrichaceae,dtol_family_representative,,yes
Bryophyte,Zygodon,conoideus,Orthotrichaceae,dtol,,
Bryophyte,Zygodon,gracilis,Orthotrichaceae,dtol,,
Bryophyte,Zygodon,rupestris,Orthotrichaceae,dtol,,
Bryophyte,Zygodon,stirtonii,Orthotrichaceae,dtol,,
