Plant group,Taxonomic Division,Family,Genus,Species,NCBI name (if different),Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGE after jan2022,Shipping,Notes
bryophyte,Liverwort,Scapaniaceae,Douinia,ovata,,dtol,,,,yes,,RBGE_000019,
bryophyte,Liverwort,Scapaniaceae,Saccobasis,polita,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,aequiloba,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,aspera,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,calcicola,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,compacta,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,curta,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,cuspiduligera,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,degenii,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,gracilis,,dtol,,,,yes,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,gymnostomophila,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,irrigua,,dtol,,,,yes,,RBGE_000021,
bryophyte,Liverwort,Scapaniaceae,Scapania,lingulata,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,nemorea,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,nimbosa,,dtol_other_priority,yes,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,ornithopodioides,,dtol_family_representative,yes,,,yes,,RBGE_000019,
bryophyte,Liverwort,Scapaniaceae,Scapania,paludicola,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,paludosa,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,parvifolia,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,praetervisa,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,scandica,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,subalpina,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,uliginosa,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Scapania,umbrosa,,dtol,,,,yes,,RBGE_000021,
bryophyte,Liverwort,Scapaniaceae,Scapania,undulata,,dtol,,,,,yes,,
bryophyte,Liverwort,Scapaniaceae,Schistochilopsis,incisa,,dtol,,,,,,,
bryophyte,Liverwort,Scapaniaceae,Schistochilopsis,opacifolia,,dtol,,,,,,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,confertissimum,,dtol,,,,,,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,gracillimum,,dtol,,,,,yes,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,hyalinum,,dtol,,,,,,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,obovatum,,dtol_family_representative,yes,,,,,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,paroicum,,dtol_other_priority,yes,,,,yes,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,sphaerocarpum,,dtol,,,,,,,
bryophyte,Liverwort,Solenostomataceae,Solenostoma,subellipticum,,dtol,,,,,,,
bryophyte,Liverwort,Southbyaceae,Gongylanthus,ericetorum,,dtol_family_representative,yes,,,,,,"Very rare, tiny"
bryophyte,Liverwort,Southbyaceae,Southbya,nigrella,,dtol,,,,,,,"Very rare, tiny"
bryophyte,Liverwort,Southbyaceae,Southbya,tophacea,,dtol,,,,,,,"Very rare, tiny"
bryophyte,Liverwort,Sphaerocarpaceae,Sphaerocarpos,europaeus,,dtol_family_representative,yes,,,,,,
bryophyte,Liverwort,Sphaerocarpaceae,Sphaerocarpos,michelii,,dtol_other_priority,yes,,,,,,
bryophyte,Liverwort,Targioniaceae,Targionia,hypophylla,,dtol_family_representative,yes,,,,,,
bryophyte,Liverwort,Trichocoleaceae,Trichocolea,tomentella,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Amblystegiaceae,Amblystegium,serpens,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campyliadelphus,chrysophyllus,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campyliadelphus,elodes,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campylium,bambergeri,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campylium,protensum,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campylium,stellatum,,dtol,,yes,,,,RBGE_0003,
bryophyte,Moss,Amblystegiaceae,Campylophyllopsis,calcarea,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Campylophyllum,halleri,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Conardia,compacta,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Cratoneuron,curvicaule,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Cratoneuron,filicinum,,dtol,,,,,yes,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,aduncus,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,lycopodioides,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,polygamus,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,sendtneri,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,trifarius,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Drepanocladus,turgescens,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygroamblystegium,fluviatile,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygroamblystegium,humile,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygroamblystegium,tenax,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygroamblystegium,varium,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygrohypnum,luridum,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Hygrohypnum,styriacum,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Leptodictyum,riparium,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Microhypnum,sauteri,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Palustriella,commutata,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Amblystegiaceae,Palustriella,decipiens,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Palustriella,falcata,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Amblystegiaceae,Platyhypnum,duriusculum,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Platyhypnum,molle,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Platyhypnum,smithii,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Pseudocampylium,radicale,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Serpoleskea,confervoides,,dtol,,,,,,,
bryophyte,Moss,Amblystegiaceae,Tomentypnum,nitens,,dtol,,,,,,,
bryophyte,Moss,Amphidiaceae,Amphidium,lapponicum,,dtol_other_priority,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Amphidiaceae,Amphidium,mougeotii,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,alpestris,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,blyttii,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,frigida,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,hookeri,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Andreaeaceae,Andreaea,megistospora,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,mutabilis,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,nivalis,,dtol_other_priority,yes,,,yes,,RBGE_000019,
bryophyte,Moss,Andreaeaceae,Andreaea,rothii,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Andreaeaceae,Andreaea,rupestris,,dtol,,,,,,,
bryophyte,Moss,Andreaeaceae,Andreaea,sinuosa,,dtol,,,,,,,
bryophyte,Moss,Anomodontaceae,Anomodon,longifolius,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Anomodontaceae,Anomodon,viticulosus,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Antitrichiaceae,Antitrichia,curtipendula,,dtol_family_representative,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Aongstroemiaceae,Aongstroemia,longipes,,dtol,,,,,,,
bryophyte,Moss,Aongstroemiaceae,Dichodontium,flavescens,,dtol,,,,yes,,,
bryophyte,Moss,Aongstroemiaceae,Dichodontium,palustre,,dtol_family_representative,yes,yes,,,,RBGE_000016,
bryophyte,Moss,Aongstroemiaceae,Dichodontium,pellucidum,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Archidiaceae,Archidium,alternifolium,,dtol_family_representative,yes,,,,yes,,
bryophyte,Moss,Aulacomniaceae,Aulacomnium,androgynum,,dtol,,,,,,,
bryophyte,Moss,Aulacomniaceae,Aulacomnium,palustre,,dtol_family_representative,yes,yes,,,,RBGE_000016,
bryophyte,Moss,Aulacomniaceae,Aulacomnium,turgidum,,dtol_other_priority,yes,,,,yes,,"Rarest, but largest species (stems ~4x bigger than A. androgynum...)"
bryophyte,Moss,Bartramiaceae,Bartramia,aprica,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Bartramia,halleriana,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Bartramia,ithyphylla,,dtol,,,,,yes,,
bryophyte,Moss,Bartramiaceae,Bartramia,pomiformis,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Bartramiaceae,Breutelia,chrysocoma,,dtol_family_representative,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Bartramiaceae,Conostomum,tetragonum,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,caespitosa,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,calcarea,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,capillaris,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,cernua,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,fontana,,dtol_other_priority,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Bartramiaceae,Philonotis,marchica,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,rigida,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,seriata,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Philonotis,tomentella,,dtol,,,,,,,
bryophyte,Moss,Bartramiaceae,Plagiopus,oederianus,,dtol,,,,yes,,,
bryophyte,Moss,Brachytheciaceae,Brachytheciastrum,trachypodium,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachytheciastrum,velutinum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,albicans,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,cirrosum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,erythrorrhizon,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,glareosum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,mildeanum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,rivulare,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,rutabulum,,dtol,,,,yes,,,
bryophyte,Moss,Brachytheciaceae,Brachythecium,salebrosum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Cirriphyllum,crassinervium,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Cirriphyllum,piliferum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Eurhynchiastrum,diversifolium,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Eurhynchium,striatum,,dtol,,,,yes,,,
bryophyte,Moss,Brachytheciaceae,Homalothecium,lutescens,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Homalothecium,sericeum,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Brachytheciaceae,Kindbergia,praelonga,,dtol_family_representative,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Brachytheciaceae,Microeurhynchium,pumilum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Oxyrrhynchium,hians,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Oxyrrhynchium,schleicheri,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Oxyrrhynchium,speciosum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Plasteurhynchium,meridionale,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Plasteurhynchium,striatulum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Pseudoscleropodium,purum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Brachytheciaceae,Rhynchostegiella,curviseta,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegiella,litorea,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegiella,tenella,,dtol,,,,,yes,RBGE_000021,
bryophyte,Moss,Brachytheciaceae,Rhynchostegiella,teneriffae,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,alopecuroides,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,confertum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,megapolitanum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,murale,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,riparioides,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Brachytheciaceae,Rhynchostegium,rotundifolium,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Sciuro-hypnum,glaciale,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Brachytheciaceae,Sciuro-hypnum,plumosum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Brachytheciaceae,Sciuro-hypnum,populeum,,dtol,,,,,yes,,
bryophyte,Moss,Brachytheciaceae,Sciuro-hypnum,reflexum,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Sciuro-hypnum,starkei,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Scleropodium,cespitans,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Scleropodium,touretii,,dtol,,,,,,,
bryophyte,Moss,Brachytheciaceae,Scorpiurium,circinatum,,dtol,,,,,,,
bryophyte,Moss,Bruchiaceae,Bruchia,vogesiaca,,dtol_family_representative,yes,,,,,,"One site in Cornwall, not seen since 2007"
bryophyte,Moss,Bruchiaceae,Trematodon,ambiguus,,dtol,,,,,,,One pre-1950 record (Highlands)
bryophyte,Moss,Bryaceae,Bryum,algovicum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,alpinum,,dtol_family_representative,yes,yes,,,,RBGE_000016,
bryophyte,Moss,Bryaceae,Bryum,apiculatum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,archangelicum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,arcticum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,argenteum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,bornholmense,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,caespiticium,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,calophyllum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,canariense,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,capillare,,dtol,,,,yes,,,
bryophyte,Moss,Bryaceae,Bryum,concinnatum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,creberrimum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,cyclophyllum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,demissum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,dichotomum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,dixonii,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,donianum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,dyffrynense,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,elegans,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,gemmiferum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,gemmilucens,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,gemmiparum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,intermedium,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,julaceum,,dtol_other_priority,yes,,,yes,,RBGE_000016,
bryophyte,Moss,Bryaceae,Bryum,klinggraeffii,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,knowltonii,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,kunzei,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,marratii,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,mildeanum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,moravicum,,dtol,,,,,yes,,
bryophyte,Moss,Bryaceae,Bryum,muehlenbeckii,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,pallens,,dtol,,,,yes,,,
bryophyte,Moss,Bryaceae,Bryum,pallescens,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,pseudotriquetrum,,dtol,,,,yes,,,
bryophyte,Moss,Bryaceae,Bryum,radiculosum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,riparium,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,rubens,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,ruderale,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,salinum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,sauteri,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,schleicheri,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,subapiculatum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,tenuisetum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,torquescens,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,turbinatum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,uliginosum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,valparaisense,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,violaceum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,warneum,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Bryum,weigelii,,dtol,,,,yes,,,
bryophyte,Moss,Bryaceae,Bryum,zieri,,dtol,,,,,,,
bryophyte,Moss,Bryaceae,Rhodobryum,roseum,,dtol,,,,,,,
bryophyte,Moss,Buxbaumiaceae,Buxbaumia,aphylla,,dtol_family_representative,yes,,,,,,Very rare and tiny -- may require culturing
bryophyte,Moss,Buxbaumiaceae,Buxbaumia,viridis,,dtol_other_priority,yes,,,,,,Very rare and tiny -- may require culturing
bryophyte,Moss,Calliergonaceae,Calliergon,cordifolium,,dtol,,,,,yes,,
bryophyte,Moss,Calliergonaceae,Calliergon,giganteum,,dtol,,,,,,,
bryophyte,Moss,Calliergonaceae,Sarmentypnum,exannulatum,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Calliergonaceae,Sarmentypnum,sarmentosum,,dtol_other_priority,yes,,,yes,,RBGE_000016,
bryophyte,Moss,Calliergonaceae,Straminergon,stramineum,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Calliergonaceae,Warnstorfia,fluitans,,dtol,,,,,,,
bryophyte,Moss,Catoscopiaceae,Catoscopium,nigritum,,dtol_family_representative,yes,,,,,,"Generally rare, but can form quite extensive carpets in dune slacks"
bryophyte,Moss,Climaciaceae,Climacium,dendroides,,dtol_family_representative,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Cryphaeaceae,Cryphaea,heteromalla,,dtol_family_representative,yes,,,,yes,,
bryophyte,Moss,Cryphaeaceae,Dendrocryphaea,lamyana,,dtol,,,,,,,Very rare (15 hectads SW)
bryophyte,Moss,Daltoniaceae,Achrophyllum,dentatum,,dtol,,,,,,,Very rare (1 hectad Cornwall)
bryophyte,Moss,Daltoniaceae,Calyptrochaeta,apiculata,,dtol,,,,,,,Very rare (3 hectads south)
bryophyte,Moss,Daltoniaceae,Daltonia,splachnoides,,dtol_family_representative,yes,,,,yes,,"Very rare and very small, 10 recent hectads in W Scotland and Wales, 35 in Ireland"
bryophyte,Moss,Dicranaceae,Dicranoloma,menziesii,,dtol,,,,,,,Very rare (1 hectad Ireland)
bryophyte,Moss,Dicranaceae,Dicranum,bonjeanii,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,elongatum,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,flagellare,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,flexicaule,,dtol,,,,yes,,,
bryophyte,Moss,Dicranaceae,Dicranum,fuscescens,,dtol,,,,,yes,,
bryophyte,Moss,Dicranaceae,Dicranum,leioneuron,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,majus,,dtol_other_priority,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Dicranaceae,Dicranum,montanum,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,polysetum,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,scoparium,,dtol_family_representative,yes,yes,,,,RBGE_000013,
bryophyte,Moss,Dicranaceae,Dicranum,scottianum,,dtol,,,,,yes,,
bryophyte,Moss,Dicranaceae,Dicranum,spadiceum,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,spurium,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Dicranum,tauricum,,dtol,,,,,yes,RBGE_000021,
bryophyte,Moss,Dicranaceae,Dicranum,undulatum,,dtol,,,,,,,
bryophyte,Moss,Dicranaceae,Paraleucobryum,longifolium,,dtol,,,,,,,Very rare (10 hectads Scotland)
bryophyte,Moss,Dicranellaceae,Dicranella,cerviculata,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,crispa,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,grevilleana,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,heteromalla,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,howei,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,rufescens,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,schreberiana,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,staphylina,,dtol,,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,subulata,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Dicranellaceae,Dicranella,varia,,dtol,,,,,,,
bryophyte,Moss,Diphysciaceae,Diphyscium,foliosum,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Disceliaceae,Discelium,nudum,,dtol_family_representative,yes,,,,,,"Rare, tiny"
bryophyte,Moss,Distichiaceae,Distichium,capillaceum,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Distichiaceae,Distichium,inclinatum,,dtol,,,,,,,Rare coastal
bryophyte,Moss,Ditrichaceae,Ceratodon,conicus,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ceratodon,purpureus,,dtol,,,,yes,,RBGE_000014,model moss - genome already available
bryophyte,Moss,Ditrichaceae,Cheilothela,chloropus,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,cornubicum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,heteromallum,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,lineare,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,pallidum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,plumbicola,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,pusillum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,subulatum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Ditrichum,zonatum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Pleuridium,acuminatum,,dtol,,,,,yes,,
bryophyte,Moss,Ditrichaceae,Pleuridium,subulatum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Pseudephemerum,nitidum,,dtol,,,,,,,
bryophyte,Moss,Ditrichaceae,Trichodon,cylindricus,,dtol_other_priority,yes,,,yes,,RBGE_000019,
bryophyte,Moss,Encalyptaceae,Encalypta,alpina,,dtol,,,,,,,
bryophyte,Moss,Encalyptaceae,Encalypta,brevicolla,,dtol,,,,,,,
bryophyte,Moss,Encalyptaceae,Encalypta,ciliata,,dtol_other_priority,yes,,,yes,,RBGE_000019,
bryophyte,Moss,Encalyptaceae,Encalypta,pilifera,,dtol,,,,,,,
bryophyte,Moss,Encalyptaceae,Encalypta,rhaptocarpa,,dtol,,,,,,,
bryophyte,Moss,Encalyptaceae,Encalypta,streptocarpa,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Encalyptaceae,Encalypta,vulgaris,,dtol,,,,,,,
bryophyte,Moss,Entodontaceae,Entodon,concinnus,,dtol_family_representative,yes,,,yes,,RBGE_000013,Usually present in small quantity
bryophyte,Moss,Fissidentaceae,Fissidens,adianthoides,,dtol_family_representative,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Fissidentaceae,Fissidens,bryoides,,dtol,,,,yes,,,
bryophyte,Moss,Fissidentaceae,Fissidens,celticus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,crassipes,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,crispus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,curvatus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,dubius,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,exilis,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,fontanus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,gracilifolius,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,incurvus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,monguillonii,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,osmundoides,,dtol_other_priority,yes,yes,,,,RBGE_0002,
bryophyte,Moss,Fissidentaceae,Fissidens,polyphyllus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,pusillus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,rivularis,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,rufulus,,dtol,,,,,,,
bryophyte,Moss,Fissidentaceae,Fissidens,serrulatus,,dtol,,,,,,,
