Plant group,Taxonomic Division,Family,Genus,Species,NCBI name (if different),Status,Priority,Collected in 2020,"""Black list"" (collected/sequenced by others)",Collected by RBGE after jan2021,Collected by RBGE after jan2022,Shipping,Notes
bryophyte,Moss,Pottiaceae,Didymodon,ferrugineus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,glaucus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,icmadophilus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,insulanus,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Pottiaceae,Didymodon,luridus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,maximus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,nicholsonii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,rigidulus,,dtol,,,,yes,,,
bryophyte,Moss,Pottiaceae,Didymodon,sinuosus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,spadiceus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,tomaculosus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,tophaceus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,umbrosus,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Didymodon,vinealis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,cohaerens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,crassinervium,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,minutissimum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,recurvifolium,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,serratum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Ephemerum,spinulosum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Eucladium,verticillatum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Gymnostomum,aeruginosum,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Pottiaceae,Gymnostomum,calcareum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Gymnostomum,viridulum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Gyroweisia,reflexa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Gyroweisia,tenuis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Hennediella,heimii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Hennediella,macrophylla,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Hennediella,stanfordensis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Hymenostylium,recurvirostrum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Leptobarbula,berica,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Leptodontium,flexifolium,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Leptodontium,gemmascens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Leptodontium,proliferum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Microbryum,curvicollum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Microbryum,davallianum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Microbryum,floerkeanum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Microbryum,rectum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Microbryum,starckeanum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Molendoa,warburgii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Pottiopsis,caespitosa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Pseudocrossidium,hornschuchianum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Pseudocrossidium,revolutum,,dtol,,,,yes,,,
bryophyte,Moss,Pottiaceae,Pterygoneurum,lamellatum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Pterygoneurum,ovatum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Pterygoneurum,papillosum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Scopelophila,cataractae,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Stegonia,latifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Streblotrichum,convolutum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,laevipila,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,latifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,montana,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,norvegica,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,papillosa,,dtol,,,,,yes,,
bryophyte,Moss,Pottiaceae,Syntrichia,princeps,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,ruraliformis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,ruralis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Syntrichia,virescens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,densa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,fasciculata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,flavovirens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,fragilis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,inclinata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,inflexa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,nitida,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,pseudofragilis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,squarrosa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortella,tortuosa,,dtol_family_representative,yes,yes,,,,RBGE_000016,
bryophyte,Moss,Pottiaceae,Tortula,acaulon,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,amplexa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,atrovirens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,canescens,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,caucasica,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,cernua,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,cuneifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,freibergii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,inermis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,leucostoma,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,lindbergii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,marginata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,muralis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,protobryoides,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,schimperi,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,solmsii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,subulata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,truncata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,vahliana,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,viridifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Tortula,wilsonii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Trichostomum,brachydontium,,dtol,,,,yes,,,
bryophyte,Moss,Pottiaceae,Trichostomum,crispulum,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,angustifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,brachycarpa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,condensa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,controversa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,levieri,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,longifolia,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,perssonii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,rostellata,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,rutilans,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,squarrosa,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,sterilis,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,wilsonii,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,wimmeriana,,dtol,,,,,,,
bryophyte,Moss,Pottiaceae,Weissia,x mittenii,,dtol,,,,,,,
bryophyte,Moss,Pseudoleskeaceae,Lescuraea,incurvata,,dtol,,,,,,,"Rare, Highlands"
bryophyte,Moss,Pseudoleskeaceae,Lescuraea,patens,,dtol_family_representative,yes,,,,,,"Rare, Highlands"
bryophyte,Moss,Pseudoleskeaceae,Lescuraea,plicata,,dtol_other_priority,yes,,,,,,"Rare, Highlands"
bryophyte,Moss,Pseudoleskeaceae,Lescuraea,saxicola,,dtol,,,,,,,Probably extinct in UK
bryophyte,Moss,Pseudoleskeellaceae,Pseudoleskeella,catenulata,,dtol_other_priority,yes,,,,,,Very rare
bryophyte,Moss,Pseudoleskeellaceae,Pseudoleskeella,nervosa,,dtol,,,,,,,Only known from one hectad
bryophyte,Moss,Pseudoleskeellaceae,Pseudoleskeella,rupestris,,dtol_family_representative,yes,,,,,,"Rare, Highlands"
bryophyte,Moss,Pterigynandraceae,Pterigynandrum,filiforme,,dtol_family_representative,yes,,,yes,,,
bryophyte,Moss,Ptychomitriaceae,Brachydontium,trichodes,,dtol,,,,,,,Tiny
bryophyte,Moss,Ptychomitriaceae,Campylostelium,saxicola,,dtol,,,,,,,Tiny
bryophyte,Moss,Ptychomitriaceae,Ptychomitrium,polyphyllum,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Pylaisiaceae,Buckia,vaucheri,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Calliergonella,cuspidata,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Pylaisiaceae,Calliergonella,lindbergii,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Homomallium,incurvatum,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Pseudohygrohypnum,eugyrium,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Pseudohygrohypnum,subeugyrium,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Pseudostereodon,procerrimus,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Ptilium,crista-castrensis,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Pylaisiaceae,Pylaisia,polyantha,,dtol,,,,,,,
bryophyte,Moss,Pylaisiaceae,Roaldia,revoluta,,dtol,,,,,,,
bryophyte,Moss,Pylaisiadelphaceae,Platygyrium,repens,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Arctoa,anderssonii,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Arctoa,fulvella,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,bruntonii,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,fallax,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,jenneri,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,polycarpon,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,strumiferum,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Cynodontium,tenellum,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Dicranoweisia,cirrata,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Rhabdoweisiaceae,Glyphomitrium,daviesii,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Kiaeria,blyttii,,dtol,,,,yes,,RBGE_000014,
bryophyte,Moss,Rhabdoweisiaceae,Kiaeria,falcata,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Kiaeria,glacialis,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Kiaeria,starkei,,dtol,,,,,yes,,
bryophyte,Moss,Rhabdoweisiaceae,Oncophorus,integerrimus,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Oncophorus,virens,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Oncophorus,wahlenbergii,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Rhabdoweisia,crenulata,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Rhabdoweisia,crispata,,dtol,,,,,,,
bryophyte,Moss,Rhabdoweisiaceae,Rhabdoweisia,fugax,,dtol,,,,,,,
bryophyte,Moss,Rhizogoniaceae,Calomnion,complanatum,,dtol_family_representative,yes,,,,,,"Very rare, 2 hectads SW Ireland"
bryophyte,Moss,Rhytidiaceae,Rhytidium,rugosum,,dtol_family_representative,yes,,,yes,,RBGE_000013,
bryophyte,Moss,Saelaniaceae,Saelania,glaucescens,,dtol_family_representative,yes,,,,,,"Very rare, Glen Clova"
bryophyte,Moss,Schistostegaceae,Schistostega,pennata,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Scorpidiaceae,Hamatocaulis,vernicosus,,dtol,,,,,,,
bryophyte,Moss,Scorpidiaceae,Hygrohypnella,ochracea,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Scorpidiaceae,Hygrohypnella,polaris,,dtol,,,,,,,
bryophyte,Moss,Scorpidiaceae,Sanionia,orthothecioides,,dtol,,,,,,,
bryophyte,Moss,Scorpidiaceae,Sanionia,uncinata,,dtol,,yes,,,,,
bryophyte,Moss,Scorpidiaceae,Scorpidium,cossonii,,dtol_family_representative,yes,yes,,,,,
bryophyte,Moss,Scorpidiaceae,Scorpidium,revolvens,,dtol_other_priority,yes,yes,,,,,
bryophyte,Moss,Scorpidiaceae,Scorpidium,scorpioides,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Seligeriaceae,Blindia,acuta,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Seligeriaceae,Blindia,caespiticia,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Blindiadelphus,campylopodus,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Blindiadelphus,diversifolius,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Blindiadelphus,recurvatus,,dtol,,,,yes,,RBGE_000019,
bryophyte,Moss,Seligeriaceae,Seligeria,acutifolia,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,brevifolia,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,calcarea,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,calycina,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,carniolica,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,donniana,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,oelandica,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,patula,,dtol,,,,,,,
bryophyte,Moss,Seligeriaceae,Seligeria,pusilla,,dtol_other_priority,yes,,,,,,very small
bryophyte,Moss,Seligeriaceae,Seligeria,trifaria,,dtol,,,,,,,
bryophyte,Moss,Sematophyllaceae,Sematophyllum,demissum,,dtol_family_representative,yes,,,,,,very rare Wales & Ireland
bryophyte,Moss,Sematophyllaceae,Sematophyllum,substrumulosum,,dtol,,,,,,,very rare south
bryophyte,Moss,Sphagnaceae,Sphagnum,affine,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,angustifolium,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,auriculatum,,dtol,,,,,yes,,
bryophyte,Moss,Sphagnaceae,Sphagnum,austinii,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,balticum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,beothuk,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,capillifolium,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,compactum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,contortum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,cuspidatum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,divinum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,fallax,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,fimbriatum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,flexuosum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,fuscum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,girgensohnii,,dtol,,,,,yes,,
bryophyte,Moss,Sphagnaceae,Sphagnum,inundatum,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Sphagnaceae,Sphagnum,lindbergii,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,majus,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,medium,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,molle,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,obtusum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,palustre,,dtol,,,,,yes,,
bryophyte,Moss,Sphagnaceae,Sphagnum,papillosum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,platyphyllum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,pulchrum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,quinquefarium,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,riparium,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,rubellum,,dtol,,,,yes,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,russowii,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,skyense,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,squarrosum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,strictum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,subnitens,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,subsecundum,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,tenellum,,dtol,,,,yes,,RBGE_000013,
bryophyte,Moss,Sphagnaceae,Sphagnum,teres,,dtol,,,,,,,
bryophyte,Moss,Sphagnaceae,Sphagnum,warnstorfii,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Aplodon,wormskioldii,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Splachnum,ampullaceum,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Splachnum,sphaericum,,dtol_other_priority,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Splachnaceae,Splachnum,vasculosum,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Tayloria,lingulata,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Tayloria,tenuis,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Tetraplodon,angustatus,,dtol,,,,,,,
bryophyte,Moss,Splachnaceae,Tetraplodon,mnioides,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Stereodontaceae,Stereodon,callichrous,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Stereodontaceae,Stereodon,hamulosus,,dtol_other_priority,yes,,,,,,
bryophyte,Moss,Taxiphyllaceae,Taxiphyllum,wissgrillii,,dtol_family_representative,yes,,,,,,
bryophyte,Moss,Tetraphidaceae,Tetraphis,pellucida,,dtol_family_representative,yes,,,yes,,RBGE_000014,
bryophyte,Moss,Tetraphidaceae,Tetrodontium,brownianum,,dtol,,,,,yes,,very small
bryophyte,Moss,Tetraphidaceae,Tetrodontium,repandum,,dtol,,,,,,,very small/rare
bryophyte,Moss,Thuidiaceae,Abietinella,abietina,,dtol,,,,,,,
bryophyte,Moss,Thuidiaceae,Helodium,blandowii,,dtol,,,,,,,
bryophyte,Moss,Thuidiaceae,Thuidium,assimile,,dtol,,,,,,,
bryophyte,Moss,Thuidiaceae,Thuidium,delicatulum,,dtol_other_priority,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Thuidiaceae,Thuidium,recognitum,,dtol,,,,,,,
bryophyte,Moss,Thuidiaceae,Thuidium,tamariscinum,,dtol_family_representative,yes,yes,,,,RBGE_0003,
bryophyte,Moss,Timmiaceae,Timmia,austriaca,,dtol_family_representative,yes,,,,,,Very rare
bryophyte,Moss,Timmiaceae,Timmia,megapolitana,,dtol,,,,,,,Very rare -- one hectad
bryophyte,Moss,Timmiaceae,Timmia,norvegica,,dtol_other_priority,yes,,,,,,"Very rare, usually scattered shoots"
